subject,theoretically_best_scores,variable,val,delta,Method
344,0.596,one_sample_scores,0.488,0.10799999999999998,Covarite Model + 1 Sample
345,0.811,one_sample_scores,0.752,0.05900000000000005,Covarite Model + 1 Sample
346,0.417,one_sample_scores,0.305,0.11199999999999999,Covarite Model + 1 Sample
347,0.924,one_sample_scores,0.897,0.027000000000000024,Covarite Model + 1 Sample
348,0.743,one_sample_scores,0.667,0.07599999999999996,Covarite Model + 1 Sample
349,0.878,one_sample_scores,0.685,0.19299999999999995,Covarite Model + 1 Sample
350,0.818,one_sample_scores,0.77,0.04799999999999993,Covarite Model + 1 Sample
351,0.827,one_sample_scores,0.802,0.02499999999999991,Covarite Model + 1 Sample
352,0.826,one_sample_scores,0.738,0.08799999999999997,Covarite Model + 1 Sample
353,0.792,one_sample_scores,0.732,0.06000000000000005,Covarite Model + 1 Sample
354,0.85,one_sample_scores,0.759,0.09099999999999997,Covarite Model + 1 Sample
355,0.925,one_sample_scores,0.791,0.134,Covarite Model + 1 Sample
356,0.733,one_sample_scores,0.684,0.04899999999999993,Covarite Model + 1 Sample
357,0.946,one_sample_scores,0.712,0.23399999999999999,Covarite Model + 1 Sample
358,0.834,one_sample_scores,0.832,0.0020000000000000018,Covarite Model + 1 Sample
359,0.856,one_sample_scores,0.808,0.04799999999999993,Covarite Model + 1 Sample
360,0.945,one_sample_scores,0.702,0.243,Covarite Model + 1 Sample
361,0.889,one_sample_scores,0.816,0.07300000000000006,Covarite Model + 1 Sample
362,0.718,one_sample_scores,0.705,0.013000000000000012,Covarite Model + 1 Sample
363,0.758,one_sample_scores,0.695,0.06300000000000006,Covarite Model + 1 Sample
364,0.577,one_sample_scores,0.543,0.03399999999999992,Covarite Model + 1 Sample
365,0.926,one_sample_scores,0.903,0.02300000000000002,Covarite Model + 1 Sample
366,0.785,one_sample_scores,0.701,0.08400000000000007,Covarite Model + 1 Sample
367,0.823,one_sample_scores,0.758,0.06499999999999995,Covarite Model + 1 Sample
368,0.778,one_sample_scores,0.718,0.06000000000000005,Covarite Model + 1 Sample
369,0.818,one_sample_scores,0.796,0.02199999999999991,Covarite Model + 1 Sample
370,0.765,one_sample_scores,0.644,0.121,Covarite Model + 1 Sample
371,0.946,one_sample_scores,0.842,0.10399999999999998,Covarite Model + 1 Sample
372,0.951,one_sample_scores,0.741,0.20999999999999996,Covarite Model + 1 Sample
373,0.742,one_sample_scores,0.649,0.09299999999999997,Covarite Model + 1 Sample
374,0.727,one_sample_scores,0.652,0.07499999999999996,Covarite Model + 1 Sample
375,0.948,one_sample_scores,0.93,0.017999999999999905,Covarite Model + 1 Sample
376,0.549,one_sample_scores,0.501,0.04800000000000004,Covarite Model + 1 Sample
377,0.681,one_sample_scores,0.542,0.139,Covarite Model + 1 Sample
378,0.986,one_sample_scores,0.916,0.06999999999999995,Covarite Model + 1 Sample
379,0.961,one_sample_scores,0.94,0.02100000000000002,Covarite Model + 1 Sample
380,0.787,one_sample_scores,0.73,0.05700000000000005,Covarite Model + 1 Sample
381,0.761,one_sample_scores,0.648,0.11299999999999999,Covarite Model + 1 Sample
382,0.973,one_sample_scores,0.914,0.05899999999999994,Covarite Model + 1 Sample
383,0.896,one_sample_scores,0.766,0.13,Covarite Model + 1 Sample
384,0.818,one_sample_scores,0.788,0.029999999999999916,Covarite Model + 1 Sample
385,0.976,one_sample_scores,0.819,0.15700000000000003,Covarite Model + 1 Sample
386,0.781,one_sample_scores,0.749,0.03200000000000003,Covarite Model + 1 Sample
387,0.647,one_sample_scores,0.521,0.126,Covarite Model + 1 Sample
388,0.794,one_sample_scores,0.727,0.06700000000000006,Covarite Model + 1 Sample
389,0.741,one_sample_scores,0.629,0.11199999999999999,Covarite Model + 1 Sample
390,0.909,one_sample_scores,0.862,0.04700000000000004,Covarite Model + 1 Sample
391,0.589,one_sample_scores,0.443,0.14599999999999996,Covarite Model + 1 Sample
392,0.647,one_sample_scores,0.624,0.02300000000000002,Covarite Model + 1 Sample
393,0.875,one_sample_scores,0.856,0.019000000000000017,Covarite Model + 1 Sample
394,0.483,one_sample_scores,0.348,0.135,Covarite Model + 1 Sample
395,0.955,one_sample_scores,0.725,0.22999999999999998,Covarite Model + 1 Sample
396,0.781,one_sample_scores,0.696,0.08500000000000008,Covarite Model + 1 Sample
397,0.553,one_sample_scores,0.481,0.07200000000000006,Covarite Model + 1 Sample
398,0.498,one_sample_scores,0.445,0.05299999999999999,Covarite Model + 1 Sample
399,0.605,one_sample_scores,0.516,0.08899999999999997,Covarite Model + 1 Sample
400,0.736,one_sample_scores,0.728,0.008000000000000007,Covarite Model + 1 Sample
401,0.663,one_sample_scores,0.513,0.15000000000000002,Covarite Model + 1 Sample
402,0.809,one_sample_scores,0.787,0.02200000000000002,Covarite Model + 1 Sample
403,0.884,one_sample_scores,0.694,0.19000000000000006,Covarite Model + 1 Sample
404,0.979,one_sample_scores,0.97,0.009000000000000008,Covarite Model + 1 Sample
405,0.866,one_sample_scores,0.861,0.0050000000000000044,Covarite Model + 1 Sample
406,0.986,one_sample_scores,0.947,0.039000000000000035,Covarite Model + 1 Sample
407,0.762,one_sample_scores,0.723,0.039000000000000035,Covarite Model + 1 Sample
408,0.693,one_sample_scores,0.596,0.09699999999999998,Covarite Model + 1 Sample
409,0.622,one_sample_scores,0.478,0.14400000000000002,Covarite Model + 1 Sample
410,0.87,one_sample_scores,0.609,0.261,Covarite Model + 1 Sample
411,0.946,one_sample_scores,0.909,0.03699999999999992,Covarite Model + 1 Sample
412,0.773,one_sample_scores,0.715,0.05800000000000005,Covarite Model + 1 Sample
413,0.631,one_sample_scores,0.532,0.09899999999999998,Covarite Model + 1 Sample
414,0.892,one_sample_scores,0.782,0.10999999999999999,Covarite Model + 1 Sample
415,0.916,one_sample_scores,0.875,0.041000000000000036,Covarite Model + 1 Sample
416,0.808,one_sample_scores,0.763,0.04500000000000004,Covarite Model + 1 Sample
417,0.863,one_sample_scores,0.7,0.16300000000000003,Covarite Model + 1 Sample
418,0.777,one_sample_scores,0.762,0.015000000000000013,Covarite Model + 1 Sample
419,0.67,one_sample_scores,0.574,0.09600000000000009,Covarite Model + 1 Sample
420,0.619,one_sample_scores,0.533,0.08599999999999997,Covarite Model + 1 Sample
421,0.873,one_sample_scores,0.772,0.10099999999999998,Covarite Model + 1 Sample
422,0.622,one_sample_scores,0.575,0.04700000000000004,Covarite Model + 1 Sample
423,0.558,one_sample_scores,0.475,0.08300000000000007,Covarite Model + 1 Sample
424,0.975,one_sample_scores,0.779,0.19599999999999995,Covarite Model + 1 Sample
425,0.372,one_sample_scores,0.224,0.148,Covarite Model + 1 Sample
426,0.529,one_sample_scores,0.421,0.10800000000000004,Covarite Model + 1 Sample
427,0.956,one_sample_scores,0.935,0.020999999999999908,Covarite Model + 1 Sample
428,0.981,one_sample_scores,0.954,0.027000000000000024,Covarite Model + 1 Sample
429,0.973,one_sample_scores,0.895,0.07799999999999996,Covarite Model + 1 Sample
430,0.797,one_sample_scores,0.728,0.06900000000000006,Covarite Model + 1 Sample
431,0.602,one_sample_scores,0.527,0.07499999999999996,Covarite Model + 1 Sample
432,0.498,one_sample_scores,0.398,0.09999999999999998,Covarite Model + 1 Sample
433,0.655,one_sample_scores,0.577,0.07800000000000007,Covarite Model + 1 Sample
434,0.699,one_sample_scores,0.583,0.11599999999999999,Covarite Model + 1 Sample
435,0.524,one_sample_scores,0.414,0.11000000000000004,Covarite Model + 1 Sample
436,0.862,one_sample_scores,0.666,0.19599999999999995,Covarite Model + 1 Sample
437,0.511,one_sample_scores,0.426,0.08500000000000002,Covarite Model + 1 Sample
438,0.82,one_sample_scores,0.786,0.03399999999999992,Covarite Model + 1 Sample
439,0.966,one_sample_scores,0.795,0.17099999999999993,Covarite Model + 1 Sample
440,0.489,one_sample_scores,0.429,0.06,Covarite Model + 1 Sample
441,0.655,one_sample_scores,0.598,0.05700000000000005,Covarite Model + 1 Sample
442,0.784,one_sample_scores,0.668,0.11599999999999999,Covarite Model + 1 Sample
443,0.979,one_sample_scores,0.865,0.11399999999999999,Covarite Model + 1 Sample
444,0.808,one_sample_scores,0.78,0.028000000000000025,Covarite Model + 1 Sample
445,0.748,one_sample_scores,0.726,0.02200000000000002,Covarite Model + 1 Sample
446,0.816,one_sample_scores,0.788,0.027999999999999914,Covarite Model + 1 Sample
447,0.578,one_sample_scores,0.466,0.11199999999999993,Covarite Model + 1 Sample
448,0.748,one_sample_scores,0.701,0.04700000000000004,Covarite Model + 1 Sample
449,0.841,one_sample_scores,0.812,0.028999999999999915,Covarite Model + 1 Sample
450,0.984,one_sample_scores,0.973,0.01100000000000001,Covarite Model + 1 Sample
451,0.937,one_sample_scores,0.859,0.07800000000000007,Covarite Model + 1 Sample
452,0.911,one_sample_scores,0.576,0.3350000000000001,Covarite Model + 1 Sample
453,0.93,one_sample_scores,0.828,0.10200000000000009,Covarite Model + 1 Sample
454,0.492,one_sample_scores,0.433,0.059,Covarite Model + 1 Sample
455,0.764,one_sample_scores,0.679,0.08499999999999996,Covarite Model + 1 Sample
456,0.55,one_sample_scores,0.504,0.04600000000000004,Covarite Model + 1 Sample
457,0.468,one_sample_scores,0.458,0.010000000000000009,Covarite Model + 1 Sample
458,0.503,one_sample_scores,0.396,0.10699999999999998,Covarite Model + 1 Sample
459,0.489,one_sample_scores,0.435,0.05399999999999999,Covarite Model + 1 Sample
460,0.951,one_sample_scores,0.856,0.09499999999999997,Covarite Model + 1 Sample
461,0.541,one_sample_scores,0.445,0.09600000000000003,Covarite Model + 1 Sample
462,0.693,one_sample_scores,0.623,0.06999999999999995,Covarite Model + 1 Sample
463,0.704,one_sample_scores,0.655,0.04899999999999993,Covarite Model + 1 Sample
464,0.769,one_sample_scores,0.507,0.262,Covarite Model + 1 Sample
465,0.937,one_sample_scores,0.813,0.12400000000000011,Covarite Model + 1 Sample
466,0.971,one_sample_scores,0.954,0.017000000000000015,Covarite Model + 1 Sample
467,0.691,one_sample_scores,0.616,0.07499999999999996,Covarite Model + 1 Sample
468,0.966,one_sample_scores,0.925,0.040999999999999925,Covarite Model + 1 Sample
469,0.966,one_sample_scores,0.798,0.16799999999999993,Covarite Model + 1 Sample
470,0.576,one_sample_scores,0.458,0.11799999999999994,Covarite Model + 1 Sample
471,0.911,one_sample_scores,0.89,0.02100000000000002,Covarite Model + 1 Sample
472,0.97,one_sample_scores,0.955,0.015000000000000013,Covarite Model + 1 Sample
473,0.979,one_sample_scores,0.956,0.02300000000000002,Covarite Model + 1 Sample
474,0.834,one_sample_scores,0.813,0.02100000000000002,Covarite Model + 1 Sample
475,0.986,one_sample_scores,0.872,0.11399999999999999,Covarite Model + 1 Sample
476,0.934,one_sample_scores,0.907,0.027000000000000024,Covarite Model + 1 Sample
477,0.695,one_sample_scores,0.588,0.10699999999999998,Covarite Model + 1 Sample
478,0.921,one_sample_scores,0.893,0.028000000000000025,Covarite Model + 1 Sample
479,0.814,one_sample_scores,0.725,0.08899999999999997,Covarite Model + 1 Sample
480,0.719,one_sample_scores,0.678,0.040999999999999925,Covarite Model + 1 Sample
481,0.97,one_sample_scores,0.849,0.121,Covarite Model + 1 Sample
482,0.526,one_sample_scores,0.405,0.121,Covarite Model + 1 Sample
483,0.967,one_sample_scores,0.951,0.016000000000000014,Covarite Model + 1 Sample
484,0.955,one_sample_scores,0.926,0.028999999999999915,Covarite Model + 1 Sample
485,0.592,one_sample_scores,0.498,0.09399999999999997,Covarite Model + 1 Sample
486,0.632,one_sample_scores,0.529,0.10299999999999998,Covarite Model + 1 Sample
487,0.809,one_sample_scores,0.733,0.07600000000000007,Covarite Model + 1 Sample
488,0.869,one_sample_scores,0.628,0.241,Covarite Model + 1 Sample
489,0.594,one_sample_scores,0.497,0.09699999999999998,Covarite Model + 1 Sample
490,0.983,one_sample_scores,0.821,0.16200000000000003,Covarite Model + 1 Sample
491,0.72,one_sample_scores,0.678,0.041999999999999926,Covarite Model + 1 Sample
492,0.648,one_sample_scores,0.54,0.10799999999999998,Covarite Model + 1 Sample
493,0.986,one_sample_scores,0.986,0.0,Covarite Model + 1 Sample
494,0.819,one_sample_scores,0.808,0.010999999999999899,Covarite Model + 1 Sample
495,0.665,one_sample_scores,0.556,0.10899999999999999,Covarite Model + 1 Sample
496,0.768,one_sample_scores,0.69,0.07800000000000007,Covarite Model + 1 Sample
497,0.964,one_sample_scores,0.936,0.027999999999999914,Covarite Model + 1 Sample
498,0.865,one_sample_scores,0.772,0.09299999999999997,Covarite Model + 1 Sample
499,0.751,one_sample_scores,0.651,0.09999999999999998,Covarite Model + 1 Sample
500,0.986,one_sample_scores,0.979,0.007000000000000006,Covarite Model + 1 Sample
501,0.959,one_sample_scores,0.819,0.14,Covarite Model + 1 Sample
502,0.718,one_sample_scores,0.659,0.05899999999999994,Covarite Model + 1 Sample
503,0.537,one_sample_scores,0.526,0.01100000000000001,Covarite Model + 1 Sample
504,0.953,one_sample_scores,0.765,0.18799999999999994,Covarite Model + 1 Sample
505,0.984,one_sample_scores,0.741,0.243,Covarite Model + 1 Sample
506,0.906,one_sample_scores,0.727,0.17900000000000005,Covarite Model + 1 Sample
507,0.783,one_sample_scores,0.7,0.08300000000000007,Covarite Model + 1 Sample
508,0.626,one_sample_scores,0.475,0.15100000000000002,Covarite Model + 1 Sample
509,0.84,one_sample_scores,0.719,0.121,Covarite Model + 1 Sample
510,0.985,one_sample_scores,0.979,0.006000000000000005,Covarite Model + 1 Sample
511,0.895,one_sample_scores,0.728,0.16700000000000004,Covarite Model + 1 Sample
512,0.98,one_sample_scores,0.974,0.006000000000000005,Covarite Model + 1 Sample
513,0.723,one_sample_scores,0.635,0.08799999999999997,Covarite Model + 1 Sample
514,0.918,one_sample_scores,0.852,0.06600000000000006,Covarite Model + 1 Sample
515,0.485,one_sample_scores,0.418,0.067,Covarite Model + 1 Sample
516,0.942,one_sample_scores,0.773,0.16899999999999993,Covarite Model + 1 Sample
517,0.744,one_sample_scores,0.672,0.07199999999999995,Covarite Model + 1 Sample
518,0.985,one_sample_scores,0.94,0.04500000000000004,Covarite Model + 1 Sample
519,0.521,one_sample_scores,0.433,0.08800000000000002,Covarite Model + 1 Sample
520,0.882,one_sample_scores,0.834,0.04800000000000004,Covarite Model + 1 Sample
521,0.558,one_sample_scores,0.524,0.03400000000000003,Covarite Model + 1 Sample
522,0.603,one_sample_scores,0.471,0.132,Covarite Model + 1 Sample
523,0.635,one_sample_scores,0.503,0.132,Covarite Model + 1 Sample
524,0.794,one_sample_scores,0.558,0.236,Covarite Model + 1 Sample
525,0.945,one_sample_scores,0.778,0.16699999999999993,Covarite Model + 1 Sample
526,0.659,one_sample_scores,0.626,0.03300000000000003,Covarite Model + 1 Sample
527,0.607,one_sample_scores,0.434,0.173,Covarite Model + 1 Sample
528,0.724,one_sample_scores,0.677,0.04699999999999993,Covarite Model + 1 Sample
529,0.615,one_sample_scores,0.562,0.052999999999999936,Covarite Model + 1 Sample
530,0.967,one_sample_scores,0.954,0.013000000000000012,Covarite Model + 1 Sample
531,0.694,one_sample_scores,0.671,0.02299999999999991,Covarite Model + 1 Sample
532,0.985,one_sample_scores,0.672,0.31299999999999994,Covarite Model + 1 Sample
533,0.931,one_sample_scores,0.849,0.08200000000000007,Covarite Model + 1 Sample
534,0.821,one_sample_scores,0.656,0.16499999999999992,Covarite Model + 1 Sample
535,0.943,one_sample_scores,0.752,0.19099999999999995,Covarite Model + 1 Sample
536,0.965,one_sample_scores,0.624,0.34099999999999997,Covarite Model + 1 Sample
537,0.976,one_sample_scores,0.845,0.131,Covarite Model + 1 Sample
538,0.651,one_sample_scores,0.641,0.010000000000000009,Covarite Model + 1 Sample
539,0.449,one_sample_scores,0.349,0.10000000000000003,Covarite Model + 1 Sample
540,0.975,one_sample_scores,0.97,0.0050000000000000044,Covarite Model + 1 Sample
541,0.819,one_sample_scores,0.711,0.10799999999999998,Covarite Model + 1 Sample
542,0.757,one_sample_scores,0.62,0.137,Covarite Model + 1 Sample
543,0.896,one_sample_scores,0.674,0.22199999999999998,Covarite Model + 1 Sample
544,0.896,one_sample_scores,0.866,0.030000000000000027,Covarite Model + 1 Sample
545,0.63,one_sample_scores,0.619,0.01100000000000001,Covarite Model + 1 Sample
546,0.474,one_sample_scores,0.351,0.123,Covarite Model + 1 Sample
547,0.775,one_sample_scores,0.772,0.0030000000000000027,Covarite Model + 1 Sample
548,0.757,one_sample_scores,0.596,0.16100000000000003,Covarite Model + 1 Sample
549,0.823,one_sample_scores,0.727,0.09599999999999997,Covarite Model + 1 Sample
550,0.899,one_sample_scores,0.808,0.09099999999999997,Covarite Model + 1 Sample
551,0.591,one_sample_scores,0.426,0.16499999999999998,Covarite Model + 1 Sample
552,0.746,one_sample_scores,0.745,0.0010000000000000009,Covarite Model + 1 Sample
553,0.717,one_sample_scores,0.534,0.18299999999999994,Covarite Model + 1 Sample
554,0.985,one_sample_scores,0.977,0.008000000000000007,Covarite Model + 1 Sample
555,0.859,one_sample_scores,0.741,0.118,Covarite Model + 1 Sample
556,0.749,one_sample_scores,0.733,0.016000000000000014,Covarite Model + 1 Sample
557,0.801,one_sample_scores,0.637,0.16400000000000003,Covarite Model + 1 Sample
558,0.604,one_sample_scores,0.595,0.009000000000000008,Covarite Model + 1 Sample
559,0.931,one_sample_scores,0.751,0.18000000000000005,Covarite Model + 1 Sample
560,0.506,one_sample_scores,0.428,0.07800000000000001,Covarite Model + 1 Sample
561,0.513,one_sample_scores,0.505,0.008000000000000007,Covarite Model + 1 Sample
562,0.921,one_sample_scores,0.877,0.04400000000000004,Covarite Model + 1 Sample
563,0.983,one_sample_scores,0.982,0.0010000000000000009,Covarite Model + 1 Sample
564,0.696,one_sample_scores,0.633,0.06299999999999994,Covarite Model + 1 Sample
565,0.548,one_sample_scores,0.528,0.020000000000000018,Covarite Model + 1 Sample
566,0.79,one_sample_scores,0.647,0.14300000000000002,Covarite Model + 1 Sample
567,0.583,one_sample_scores,0.56,0.02299999999999991,Covarite Model + 1 Sample
568,0.755,one_sample_scores,0.75,0.0050000000000000044,Covarite Model + 1 Sample
569,0.963,one_sample_scores,0.61,0.353,Covarite Model + 1 Sample
570,0.836,one_sample_scores,0.743,0.09299999999999997,Covarite Model + 1 Sample
571,0.689,one_sample_scores,0.579,0.10999999999999999,Covarite Model + 1 Sample
572,0.827,one_sample_scores,0.821,0.006000000000000005,Covarite Model + 1 Sample
573,0.974,one_sample_scores,0.73,0.244,Covarite Model + 1 Sample
574,0.511,one_sample_scores,0.458,0.05299999999999999,Covarite Model + 1 Sample
